gene,h_statistic,p_value,fdr
gene_16421,312.9939392210663,1.704126639475154e-66,8.697411604449038e-66
gene_2133,312.95663058801654,1.7360086721653112e-66,8.857893353483411e-66
gene_2290,312.93379511166904,1.755816241558442e-66,8.956700358363587e-66
gene_16199,312.88428528472963,1.799540829641823e-66,9.177431302947617e-66
gene_17498,312.8405266273721,1.8390918487472632e-66,9.376771627210894e-66
gene_4022,312.82211226598065,1.8559943318536332e-66,9.460565007414248e-66
gene_18165,312.81688560838387,1.860820104824795e-66,9.48277301906809e-66
gene_5832,312.7432004054276,1.9302042452355504e-66,9.833877561831208e-66
gene_19768,312.69287366973924,1.9790744405624323e-66,1.0080318454058676e-65
gene_2126,312.61833508445744,2.0537382813346828e-66,1.0457980807572052e-65
gene_10946,312.5253260232439,2.150865988128122e-66,1.0949813984375317e-65
gene_62,312.5183970951807,2.1582829612204141e-66,1.0984807389589225e-65
gene_5153,312.49923902419687,2.1789238354469723e-66,1.1087070678553908e-65
gene_4611,312.47896385933063,2.2009832970510906e-66,1.1196498930734617e-65
gene_7638,312.4294056301958,2.2558474856877413e-66,1.1472709257568364e-65
gene_15950,312.4043955756165,2.284052347003977e-66,1.1613231709521604e-65
gene_9103,312.3801148696419,2.3117720066591307e-66,1.1751217130883429e-65
gene_16419,312.37003706632277,2.323375715601812e-66,1.1807233059860327e-65
gene_7653,312.3406784262779,2.357512658122822e-66,1.1977704386909947e-65
gene_7391,312.3116808498835,2.3917220747916643e-66,1.2148458195016892e-65
gene_7360,312.2750144923889,2.435690174924455e-66,1.2368681824999348e-65
gene_11104,312.1738405793317,2.56124926220354e-66,1.3003018159934166e-65
gene_14991,312.17229454081416,2.563217309090332e-66,1.3009743274878415e-65
gene_4566,312.1660880515913,2.5711331603573896e-66,1.3046645830762052e-65
gene_8374,312.09973791661577,2.657300003158522e-66,1.3480497582505888e-65
gene_13320,312.0824938430269,2.6801632482199766e-66,1.359307274699176e-65
gene_3286,312.0675820232966,2.7000927857760517e-66,1.3690716203906105e-65
gene_4143,312.0489302544929,2.7252294663499617e-66,1.3814706703199442e-65
gene_5913,312.0394424286992,2.738105707133325e-66,1.3876500126301496e-65
gene_4692,312.0126242713986,2.774831462538994e-66,1.4059099725382361e-65
gene_5031,312.0078866167702,2.7813703860532967e-66,1.4088700044184297e-65
gene_16234,311.99356212200865,2.8012349652039733e-66,1.4185768152113585e-65
gene_346,311.9796522091219,2.820660378795842e-66,1.428056422624705e-65
gene_4421,311.9582282156909,2.8508431570331425e-66,1.4429762072182022e-65
gene_303,311.93355485695747,2.886004106771725e-66,1.4604076337094858e-65
gene_19130,311.8878133610998,2.9523395276778263e-66,1.493601640960053e-65
gene_7753,311.84255047235615,3.0194815649092815e-66,1.5271870116065678e-65
gene_838,311.8356215301549,3.029893718468837e-66,1.5320700395388435e-65
gene_9587,311.80841882419793,3.0711196855247264e-66,1.5525277790248872e-65
gene_1798,311.8066213529506,3.073863443911834e-66,1.5535264358745614e-65
gene_19853,311.7890729261662,3.100779439173808e-66,1.566738156909884e-65
gene_14298,311.7127856517227,3.2205559602916324e-66,1.6268514132664775e-65
gene_1653,311.71074823712115,3.2238174985281346e-66,1.6280922486947405e-65
gene_6602,311.70909594377736,3.2264649514228975e-66,1.629022416547376e-65
gene_14944,311.6428902634209,3.3343537146673435e-66,1.683074549782535e-65
gene_7389,311.6300021826352,3.355771904626379e-66,1.6934630317806343e-65
gene_536,311.62681523350506,3.3610893504557883e-66,1.6957232473943735e-65
gene_773,311.6012430221008,3.404062931937741e-66,1.7169757183016478e-65
gene_16235,311.5963518572923,3.412344813915612e-66,1.7207238025483191e-65
gene_18310,311.5052338370274,3.570365934936931e-66,1.7999593510436221e-65
gene_10790,311.503582593502,3.5732961031804643e-66,1.8009875499105726e-65
gene_11918,311.4676177972127,3.63771639464808e-66,1.8329993325736063e-65
gene_6263,311.44080830066537,3.686492041831304e-66,1.8571139904800896e-65
gene_20329,311.3772817180358,3.804695400170697e-66,1.9161829560859694e-65
gene_3609,311.32646177837466,3.9019784669494555e-66,1.964688908869147e-65
gene_13184,311.27631542582503,4.000409945031194e-66,2.013748805040472e-65
gene_2675,311.2712746867933,4.0104406422115745e-66,2.0182956751159843e-65
gene_10383,311.26209098917496,4.028780215223591e-66,2.0270207696450915e-65
gene_16286,311.2610868902966,4.03079044995778e-66,2.027527703696425e-65
gene_13408,311.2079460421551,4.138623606119169e-66,2.0812511300506272e-65
gene_4023,311.18595307554097,4.1840912370054226e-66,2.103592961300016e-65
gene_4674,311.15774068531266,4.2431488284420607e-66,2.132754473276831e-65
gene_6186,311.1531670262469,4.252801176984382e-66,2.1370748658002284e-65
gene_11087,311.09795980623494,4.371058354334215e-66,2.195954558583656e-65
gene_7027,311.0666667691253,4.4395442874617666e-66,2.2298068811913657e-65
gene_12566,311.0378606521875,4.5035355889899876e-66,2.2613854766567303e-65
gene_14613,311.0095584755977,4.5673056036304696e-66,2.292837304146269e-65
gene_1607,310.952597411449,4.6983998082942195e-66,2.3580626091714422e-65
gene_12311,310.92871022427664,4.754489105778974e-66,2.385620948088254e-65
gene_2545,310.9263027109737,4.760179177082354e-66,2.387883481512833e-65
gene_2501,310.8562619159958,4.92873250689744e-66,2.471822917211635e-65
gene_6650,310.82008819396924,5.018108587163557e-66,2.5160221607000813e-65
gene_7620,310.7946509729931,5.081926279556352e-66,2.5473879846035945e-65
gene_10293,310.736578813774,5.230677365702608e-66,2.6213017846808532e-65
gene_13836,310.7139176298125,5.289897732985455e-66,2.6503226476387234e-65
gene_2773,310.69432837067507,5.341630259403274e-66,2.675578535432093e-65
gene_8827,310.66187005066433,5.4284641625522e-66,2.7183995500487377e-65
gene_5774,310.66073898645135,5.431515352822464e-66,2.71925407153808e-65
gene_2546,310.6491390042586,5.462906942134088e-66,2.734293100913203e-65
gene_13957,310.5676887166248,5.68849462636926e-66,2.846499624840703e-65
gene_5653,310.4879593709097,5.918335299914879e-66,2.96077828054376e-65
gene_7612,310.47801404000984,5.947649197743613e-66,2.9747072576693937e-65
gene_18077,310.47482354544525,5.957083916577576e-66,2.978689265012739e-65
gene_6111,310.4631315708881,5.991786740314078e-66,2.9953008572531762e-65
gene_19593,310.4610554197423,5.997970043679663e-66,2.997650821879547e-65
gene_3304,310.4239649778747,6.109516244178682e-66,3.05264462499474e-65
gene_10220,310.3367289030752,6.380116584625877e-66,3.187063672374502e-65
gene_20254,310.2944960200451,6.515393365203897e-66,3.2538347551935787e-65
gene_10934,310.21408592382295,6.780935830122061e-66,3.3856124301456343e-65
gene_3119,310.13404618924744,7.056001936755926e-66,3.522078873442152e-65
gene_13727,310.09899368765963,7.179950853800864e-66,3.5830648128012654e-65
gene_3192,310.0970446324706,7.18690644211568e-66,3.585651003356061e-65
gene_8314,310.02991226855954,7.430639155400604e-66,3.7063382920906663e-65
gene_3265,309.99988542913616,7.542314238228733e-66,3.76111310015347e-65
gene_17856,309.94019347818653,7.769328199408118e-66,3.8733625621358865e-65
gene_5010,309.92792972081116,7.816807813951133e-66,3.8960727336925276e-65
gene_8475,309.8763399537843,8.019737920450965e-66,3.996232638970896e-65
gene_15666,309.87025968662374,8.043999266495607e-66,4.0073345446614355e-65
gene_18963,309.8606323568447,8.0825642145583e-66,4.0255549503099354e-65
gene_19105,309.8492535380618,8.128383703425892e-66,4.047378647303003e-65
gene_13484,309.84792694746704,8.133742409925073e-66,4.049049858963439e-65
gene_6857,309.820495634915,8.245345236224769e-66,4.103596505579647e-65
gene_13046,309.80184934325126,8.322079580762269e-66,4.140767007937841e-65
gene_13211,309.7790460211372,8.416892493264403e-66,4.1869122535375026e-65
gene_13644,309.77599905836996,8.42964286278416e-66,4.192223520126869e-65
gene_8659,309.7357517358764,8.599886181730931e-66,4.275837189102069e-65
gene_6618,309.69870895649825,8.759611228191828e-66,4.354181382627015e-65
gene_13237,309.6611369833392,8.924648682103577e-66,4.435127082841397e-65
gene_4039,309.63365610803885,9.047325795249824e-66,4.494987098421295e-65
gene_2903,309.60907687666577,9.158477583388088e-66,4.549092979948183e-65
gene_6005,309.606557482811,9.169947618373679e-66,4.553671679546516e-65
gene_18012,309.56629838150866,9.35519606455193e-66,4.6445229467543475e-65
gene_1876,309.55370478154646,9.413909189843752e-66,4.672524735587396e-65
gene_6166,309.511671374661,9.612555182712805e-66,4.769950388948114e-65
gene_7773,309.5043924292385,9.6473781241214e-66,4.786055766630491e-65
gene_13768,309.49837918191474,9.676241015592095e-66,4.799197193433597e-65
gene_9611,309.4841263235756,9.744998444659128e-66,4.832114113522615e-65
gene_8251,309.30788232138775,1.0636699028964967e-65,5.272976000605555e-65
gene_12289,309.2832804916107,1.0767497207262629e-65,5.336508848726902e-65
gene_15984,309.26694867194783,1.0855214036699099e-65,5.378664127324001e-65
gene_2694,309.2497795516052,1.0948198484405852e-65,5.423408171317265e-65
gene_12217,309.24595356533194,1.0969027521836928e-65,5.43239543274711e-65
gene_19279,309.14539765813356,1.1530900680515798e-65,5.709264022054602e-65
gene_5279,309.09119741109936,1.1845598452277773e-65,5.86364372836007e-65
gene_8229,309.03141947045975,1.2202650181369372e-65,6.038908206497065e-65
gene_11586,309.00800637268037,1.2345411141284667e-65,6.108063584240696e-65
gene_298,308.96924597127133,1.2585432460266505e-65,6.2252942705246825e-65
gene_18523,308.9644255583426,1.2615606974566834e-65,6.23869377923003e-65
gene_8679,308.95343462535857,1.2684678114505386e-65,6.271317265364631e-65
gene_17061,308.9448413507148,1.27389447766867e-65,6.296607243446144e-65
gene_18357,308.9254656190583,1.2862156182573993e-65,6.355954549555931e-65
gene_4038,308.8986115117664,1.3034895783046224e-65,6.439741696285798e-65
gene_10235,308.88540261357775,1.3120711525732436e-65,6.480554659546545e-65
gene_19734,308.83958526955803,1.3422780466991347e-65,6.628132938291381e-65
gene_15805,308.76342578469684,1.394035677488596e-65,6.88203013537522e-65
gene_7903,308.76120462369,1.3955747514961675e-65,6.887946558458384e-65
gene_2024,308.68319377911325,1.4507210344262218e-65,7.158377266259793e-65
gene_3741,308.63517796589366,1.4857416029258266e-65,7.329392767202522e-65
gene_11054,308.6332223161794,1.4871857456607927e-65,7.3347275519529e-65
gene_2982,308.6285151238314,1.4906675134155379e-65,7.3501067517131416e-65
gene_19874,308.6154998817037,1.5003369792375514e-65,7.395980998820704e-65
gene_6612,308.5704333381159,1.5343056126694033e-65,7.561587568556667e-65
gene_18818,308.55155114516583,1.5487655670817863e-65,7.630991357690254e-65
gene_9782,308.5317496216586,1.5640759503980125e-65,7.704550497685313e-65
gene_11763,308.48495483566813,1.6008614518824555e-65,7.883833272897012e-65
gene_9438,308.44454853503305,1.633320230563836e-65,8.041725927010306e-65
gene_16013,308.39040337570486,1.6778497234168573e-65,8.258957949662189e-65
gene_9232,308.3820172920759,1.6848542653614822e-65,8.291418374269782e-65
gene_1067,308.3697327196291,1.6951678749979445e-65,8.340143455068962e-65
gene_16472,308.3087466423822,1.7473114662625547e-65,8.594596244051355e-65
gene_8804,308.2884918471594,1.7649818800237697e-65,8.679401409523504e-65
gene_2753,308.2868333087591,1.7664366902625483e-65,8.684443548212737e-65
gene_19117,308.2473062429911,1.8014654707314624e-65,8.854504930398858e-65
gene_11847,308.2266586106336,1.820038665892638e-65,8.943621351887007e-65
gene_7543,308.2040999518654,1.8405498452109708e-65,9.040019047853058e-65
gene_14052,308.20413600943624,1.840516876570203e-65,9.040019047853058e-65
gene_3793,308.1892111540096,1.8542137595221639e-65,9.104918997401087e-65
gene_13516,308.17796715106294,1.864599917918684e-65,9.153696270996288e-65
gene_10204,308.1195652345245,1.9194893060254694e-65,9.420872149791509e-65
gene_9842,308.06148523963117,1.9756784562853123e-65,9.69429606031189e-65
gene_6583,307.998421646157,2.038553009230786e-65,1.0000383406030016e-64
gene_927,307.979037824261,2.0582778277224435e-65,1.0094697054177911e-64
gene_9573,307.97707865605327,2.060282050098549e-65,1.0102076463395431e-64
gene_3617,307.9764687580168,2.060906371931816e-65,1.0102687938626243e-64
gene_15116,307.943077347928,2.0953777539115045e-65,1.026917924426673e-64
gene_19107,307.9078256924347,2.1323953698377336e-65,1.0448065610246865e-64
gene_160,307.8875125570207,2.154022349412006e-65,1.0551474304132795e-64
gene_9179,307.8828384071579,2.159029782230728e-65,1.057344180830408e-64
gene_4523,307.83660830612877,2.2091874970514017e-65,1.0816460139921644e-64
gene_10715,307.80215814309213,2.2473206551908407e-65,1.1000501323799078e-64
gene_2425,307.7579885766402,2.297176789903116e-65,1.124182281428628e-64
gene_17607,307.7523857161841,2.303579525372106e-65,1.1270428643249301e-64
gene_7906,307.7438842544196,2.3133287695307457e-65,1.1315389706986261e-64
gene_19372,307.7388886501687,2.319076826422029e-65,1.1340762395908064e-64
gene_11015,307.72345915452,2.336920691378845e-65,1.1425259502024088e-64
gene_1707,307.67784115521135,2.3904839177188695e-65,1.1684306333138327e-64
gene_17762,307.61126697242,2.4708640590051186e-65,1.2074273111924239e-64
gene_13015,307.55354533106026,2.5427401063731815e-65,1.2422504878224717e-64
gene_10179,307.5019624976197,2.6087392227624962e-65,1.2741863725478365e-64
gene_10080,307.43723760320063,2.693981868379202e-65,1.3155036793164898e-64
gene_14199,307.43444905523876,2.697716325807966e-65,1.3170092183525561e-64
gene_16212,307.42734509309275,2.707253447012805e-65,1.3213461731123805e-64
gene_18371,307.4163392702267,2.7220954649096277e-65,1.328269604149073e-64
gene_16028,307.32683137389193,2.8458636857591143e-65,1.3883283375086863e-64
gene_4335,307.32184994839554,2.852914805103734e-65,1.3914324716353741e-64
gene_786,307.3032274632789,2.8794296800700436e-65,1.4040257429635002e-64
gene_4063,307.2714563144781,2.9252358135655018e-65,1.4260171983150437e-64
gene_10286,307.26793118020123,2.9303628833764422e-65,1.4281722792180054e-64
gene_13562,307.17176958503137,3.0737431395903185e-65,1.4976906030278513e-64
gene_8784,307.1652189505867,3.0837617893874147e-65,1.502210241946589e-64
gene_12166,307.15294693238343,3.102618791087264e-65,1.5110321429329376e-64
gene_9794,307.15157877017333,3.1047282200112434e-65,1.5116953849469625e-64
gene_8935,307.12962089026115,3.1387796972761837e-65,1.527907180034225e-64
gene_9509,307.0792008876009,3.2183891739844882e-65,1.5662827313391175e-64
gene_2645,307.0316672441709,3.2952894081130026e-65,1.6033216342986772e-64
gene_1316,306.99402410554194,3.3574902602869222e-65,1.6331924597849856e-64
gene_17135,306.9839397475039,3.3743519494885887e-65,1.6409997780329183e-64
gene_15915,306.9804506654547,3.38020561257378e-65,1.6434512549135466e-64
gene_3841,306.90854571921574,3.503127948619911e-65,1.7028064963712312e-64
gene_13555,306.89725677954175,3.5228284136383755e-65,1.711971001013737e-64
gene_19790,306.85595945136316,3.595845516767033e-65,1.7470348917478657e-64
gene_2136,306.83060558223053,3.6414210270732792e-65,1.768752692492164e-64
gene_18304,306.80741762441704,3.683608677267906e-65,1.7888148670277215e-64
gene_2308,306.77759212528656,3.7385919349894665e-65,1.8150796522790396e-64
gene_18633,306.77190951368084,3.7491605238857576e-65,1.8197737626858833e-64
gene_19102,306.7692344517891,3.754145972681293e-65,1.8217563166207925e-64
gene_17780,306.75965755312797,3.7720486202433383e-65,1.8300046821003012e-64
gene_13288,306.7357368976009,3.817138682074497e-65,1.851435866880029e-64
gene_18076,306.6461605992745,3.990829379524391e-65,1.9352172873708083e-64
gene_8221,306.62356579710894,4.035875546163156e-65,1.9565916906968395e-64
gene_10710,306.62044712185394,4.042132901384885e-65,1.959155546474203e-64
gene_7848,306.6086551772132,4.065880243281833e-65,1.9701932518428456e-64
gene_8174,306.5417066162408,4.2033741918509564e-65,2.0363303673554912e-64
gene_17578,306.48478677337005,4.3239226278233465e-65,2.0942284899931947e-64
gene_15618,306.39382041460766,4.523795078378582e-65,2.190509106319284e-64
gene_18836,306.36220645285636,4.595399639138416e-65,2.2246486977021283e-64
gene_4621,306.3410784163907,4.643884643261415e-65,2.2475823688700114e-64
gene_18804,306.3322361559634,4.6643275523190005e-65,2.256936287040979e-64
gene_17999,306.2755284032032,4.7975895671445326e-65,2.3208626468236745e-64
gene_12225,306.22484986469726,4.919901354291456e-65,2.37946245599444e-64
gene_5641,306.1889051286932,5.008538835765499e-65,2.4217518842184163e-64
gene_5275,306.1660422495887,5.065746319332071e-65,2.4488275477698735e-64
gene_3689,306.1463223084614,5.1156141080143085e-65,2.4723430420209688e-64
gene_17224,306.1067990503093,5.217043238106952e-65,2.5207606049644123e-64
gene_14407,306.0845915934814,5.274914446764845e-65,2.5481138324900127e-64
gene_15435,306.04938677935553,5.36797418809587e-65,2.592448198172596e-64
gene_18000,306.00400428297957,5.49036372921302e-65,2.650922754737738e-64
gene_17918,306.00260730426317,5.494175110084109e-65,2.652129742206034e-64
gene_8805,305.9774553930908,5.56325156417713e-65,2.6848331713419034e-64
gene_336,305.97586033371476,5.567661356329588e-65,2.686320216806027e-64
gene_4273,305.97187723949617,5.578688514058699e-65,2.6909985792648128e-64
gene_6420,305.96037595054,5.610652449716e-65,2.7057715999453192e-64
